start time,1632908804.270823
times of actions,"[[0, 0.004994392395019531], [1, 0.23903346061706543], [0, 0.0070035457611083984], [1, 0.24400019645690918], [0, 0.009999990463256836], [1, 0.2560389041900635], [0, 0.010003805160522461], [1, 0.32804298400878906], [0, 0.009999513626098633], [1, 0.6480002403259277], [0, 0.010000467300415039], [1, 0.4649991989135742], [0, 0.0059986114501953125], [1, 0.6380043029785156], [0, 0.009997367858886719], [1, 0.4309980869293213], [0, 0.006999492645263672], [1, 0.3039994239807129], [0, 0.00700068473815918], [1, 0.20104432106018066]]"
winner,blue
game,237
iterations,14
times of actions,"[[0, 0.003780364990234375], [1, 0.21500349044799805], [0, 0.0049991607666015625], [1, 0.26204538345336914], [0, 0.005000591278076172], [1, 0.28700709342956543], [0, 0.011003255844116211], [1, 0.3300173282623291], [0, 0.009565353393554688], [1, 0.4719994068145752], [0, 0.005999088287353516], [1, 0.6469981670379639], [0, 0.00999903678894043], [1, 0.6489987373352051], [0, 0.00999903678894043]]"
winner,none
game,238
iterations,24
times of actions,"[[0, 0.0019986629486083984], [1, 0.23900055885314941], [0, 0.008999109268188477], [1, 0.22700071334838867], [0, 0.00899815559387207], [1, 0.24899983406066895], [0, 0.011000633239746094], [1, 0.21798396110534668], [0, 0.007000446319580078], [1, 0.484999418258667], [0, 0.005999326705932617], [1, 0.5679986476898193], [0, 0.008998632431030273], [1, 0.6389994621276855], [0, 0.01100015640258789], [1, 0.467038631439209], [0, 0.00704193115234375], [1, 0.47299885749816895], [0, 0.005999088287353516], [1, 0.41899681091308594], [0, 0.005998849868774414], [1, 0.6339993476867676], [0, 0.012002229690551758], [1, 0.38004159927368164]]"
winner,blue
game,239
iterations,29
times of actions,"[[0, 0.0037848949432373047], [1, 0.2544827461242676], [0, 0.010964393615722656], [1, 0.26901984214782715], [0, 0.01004171371459961], [1, 0.30930638313293457], [0, 0.010993719100952148], [1, 0.5680460929870605], [0, 0.016025066375732422], [1, 0.5440051555633545], [0, 0.01675271987915039], [1, 0.5095171928405762], [0, 0.016968488693237305], [1, 0.5089988708496094], [0, 0.016000032424926758], [1, 0.48944878578186035], [0, 0.015963315963745117], [1, 0.5230081081390381], [0, 0.014991044998168945], [1, 0.4789590835571289], [0, 0.015989303588867188], [1, 0.5340197086334229], [0, 0.015016555786132812], [1, 0.5150387287139893], [0, 0.015961408615112305], [1, 0.5170454978942871], [0, 0.01595330238342285], [1, 0.45498085021972656], [0, 0.0110015869140625], [1, 0.36199235916137695]]"
winner,none
game,240
iterations,16
times of actions,"[[0, 0.006041288375854492], [1, 0.28696680068969727], [0, 0.009963512420654297], [1, 0.3480195999145508], [0, 0.01093745231628418], [1, 0.5898268222808838], [0, 0.009998083114624023], [1, 0.5729601383209229], [0, 0.005002021789550781], [1, 0.5459637641906738], [0, 0.005051612854003906], [1, 0.4819672107696533], [0, 0.005963802337646484], [1, 0.42295122146606445], [0, 0.004995822906494141], [1, 0.3009462356567383]]"
winner,blue
game,241
iterations,18
times of actions,"[[0, 0.004001140594482422], [1, 0.2499983310699463], [0, 0.010001420974731445], [1, 0.2220003604888916], [0, 0.006999969482421875], [1, 0.5710451602935791], [0, 0.009995222091674805], [1, 0.5769631862640381], [0, 0.009965896606445312], [1, 0.5709621906280518], [0, 0.005002260208129883], [1, 0.37799715995788574], [0, 0.004000425338745117], [1, 0.278958797454834], [0, 0.00399327278137207], [1, 0.16500377655029297], [0, 0.003958225250244141], [1, 0.1729898452758789]]"
winner,blue
game,242
iterations,24
times of actions,"[[0, 0.006006002426147461], [1, 0.20199298858642578], [0, 0.009001493453979492], [1, 0.2389688491821289], [0, 0.012001752853393555], [1, 0.3559994697570801], [0, 0.013953208923339844], [1, 0.6020379066467285], [0, 0.010005474090576172], [1, 0.5229957103729248], [0, 0.008996725082397461], [1, 0.5479958057403564], [0, 0.007995843887329102], [1, 0.6009578704833984], [0, 0.009994745254516602], [1, 0.591019868850708], [0, 0.009995460510253906], [1, 0.5600054264068604], [0, 0.009999990463256836], [1, 0.5789475440979004], [0, 0.00998997688293457], [1, 0.5500552654266357], [0, 0.009993553161621094], [1, 0.4887075424194336]]"
winner,blue
game,243
iterations,7
times of actions,"[[0, 0.002744436264038086], [1, 0.26442384719848633], [0, 0.0070531368255615234], [1, 0.2180020809173584], [0, 0.0050008296966552734], [1, 0.4889953136444092], [0, 0.005998849868774414], [1, 0.4079630374908447]]"
winner,none
game,244
iterations,16
times of actions,"[[0, 0.006000518798828125], [1, 0.21995902061462402], [0, 0.010025262832641602], [1, 0.1490154266357422], [0, 0.007041454315185547], [1, 0.2182915210723877], [0, 0.010922908782958984], [1, 0.1670680046081543], [0, 0.006924867630004883], [1, 0.22207331657409668], [0, 0.006036996841430664], [1, 0.5830593109130859], [0, 0.009953737258911133], [1, 0.6422328948974609], [0, 0.011061429977416992], [1, 0.6410026550292969], [0, 0.010036945343017578]]"
winner,none
game,245
iterations,22
times of actions,"[[0, 0.005850791931152344], [1, 0.2569997310638428], [0, 0.011000871658325195], [1, 0.2729978561401367], [0, 0.01000070571899414], [1, 0.3209829330444336], [0, 0.010496139526367188], [1, 0.5269982814788818], [0, 0.010998725891113281], [1, 0.3640000820159912], [0, 0.00600123405456543], [1, 0.3940134048461914], [0, 0.00599980354309082], [1, 0.35899901390075684], [0, 0.006999969482421875], [1, 0.4929993152618408], [0, 0.009987831115722656], [1, 0.47099804878234863], [0, 0.010999202728271484], [1, 0.3789987564086914], [0, 0.010998010635375977], [1, 0.27799320220947266]]"
winner,blue
game,246
iterations,24
times of actions,"[[0, 0.003992795944213867], [1, 0.21000432968139648], [0, 0.009667634963989258], [1, 0.2109997272491455], [0, 0.009999275207519531], [1, 0.15804171562194824], [0, 0.007001161575317383], [1, 0.15900039672851562], [0, 0.004759788513183594], [1, 0.17000460624694824], [0, 0.006999015808105469], [1, 0.37500429153442383], [0, 0.012950658798217773], [1, 0.7289986610412598], [0, 0.011999845504760742], [1, 0.6250019073486328], [0, 0.010943412780761719], [1, 0.57804274559021], [0, 0.010999917984008789], [1, 0.6339941024780273], [0, 0.010999917984008789], [1, 0.4579925537109375], [0, 0.004999399185180664], [1, 0.2969985008239746]]"
winner,blue
game,247
iterations,36
times of actions,"[[0, 0.002001523971557617], [1, 0.0919961929321289], [0, 0.0050008296966552734], [1, 0.21298551559448242], [0, 0.010000467300415039], [1, 0.22704029083251953], [0, 0.009748220443725586], [1, 0.25299811363220215], [0, 0.005769491195678711], [1, 0.2539992332458496], [0, 0.008996009826660156], [1, 0.26303935050964355], [0, 0.011002063751220703], [1, 0.33699750900268555], [0, 0.010000944137573242], [1, 0.587998628616333], [0, 0.010999917984008789], [1, 0.5970439910888672], [0, 0.009999513626098633], [1, 0.5639994144439697], [0, 0.010957717895507812], [1, 0.6470396518707275], [0, 0.011002063751220703], [1, 0.62601637840271], [0, 0.00599980354309082], [1, 0.6030027866363525], [0, 0.004999399185180664], [1, 0.5860037803649902], [0, 0.010001659393310547], [1, 0.5299990177154541], [0, 0.004997968673706055], [1, 0.4009971618652344], [0, 0.010000228881835938], [1, 0.3560161590576172], [0, 0.010001420974731445], [1, 0.2780451774597168]]"
winner,blue
game,248
iterations,20
times of actions,"[[0, 0.005968332290649414], [1, 0.24299883842468262], [0, 0.009999990463256836], [1, 0.252988338470459], [0, 0.009749889373779297], [1, 0.2480001449584961], [0, 0.011002302169799805], [1, 0.3399841785430908], [0, 0.008999347686767578], [1, 0.6499984264373779], [0, 0.009998083114624023], [1, 0.4640016555786133], [0, 0.00800013542175293], [1, 0.6360039710998535], [0, 0.009999752044677734], [1, 0.43399906158447266], [0, 0.00800180435180664], [1, 0.2989840507507324], [0, 0.005959272384643555], [1, 0.20099782943725586]]"
winner,blue
game,249
iterations,24
times of actions,"[[0, 0.002947568893432617], [1, 0.16700053215026855], [0, 0.004001617431640625], [1, 0.2920041084289551], [0, 0.012038946151733398], [1, 0.29696226119995117], [0, 0.005961418151855469], [1, 0.2859916687011719], [0, 0.011001110076904297], [1, 0.2830536365509033], [0, 0.00999903678894043], [1, 0.35199928283691406], [0, 0.010999679565429688], [1, 0.5960426330566406], [0, 0.010999202728271484], [1, 0.5870034694671631], [0, 0.010999917984008789], [1, 0.5999996662139893], [0, 0.004998922348022461], [1, 0.5890419483184814], [0, 0.010999679565429688], [1, 0.5870399475097656], [0, 0.005999326705932617], [1, 0.5220410823822021]]"
winner,blue
game,250
iterations,16
times of actions,"[[0, 0.002913951873779297], [1, 0.21900081634521484], [0, 0.005001544952392578], [1, 0.2719993591308594], [0, 0.010001182556152344], [1, 0.3210000991821289], [0, 0.012004852294921875], [1, 0.5817592144012451], [0, 0.010000944137573242], [1, 0.6462006568908691], [0, 0.011034965515136719], [1, 0.447955846786499], [0, 0.007005214691162109], [1, 0.38003969192504883], [0, 0.007001399993896484], [1, 0.43505167961120605]]"
winner,blue
game,251
iterations,32
times of actions,"[[0, 0.0029959678649902344], [1, 0.20226335525512695], [0, 0.010425329208374023], [1, 0.2330024242401123], [0, 0.010727405548095703], [1, 0.2940056324005127], [0, 0.010961055755615234], [1, 0.5119612216949463], [0, 0.01796126365661621], [1, 0.5149998664855957], [0, 0.015954017639160156], [1, 0.5359642505645752], [0, 0.015966176986694336], [1, 0.5309610366821289], [0, 0.006005525588989258], [1, 0.6110005378723145], [0, 0.005998849868774414], [1, 0.6410031318664551], [0, 0.005995035171508789], [1, 0.5780026912689209], [0, 0.010005950927734375], [1, 0.5999510288238525], [0, 0.00995779037475586], [1, 0.583043098449707], [0, 0.009958505630493164], [1, 0.5159962177276611], [0, 0.005968809127807617], [1, 0.5059611797332764], [0, 0.013000011444091797], [1, 0.4479987621307373], [0, 0.010973453521728516], [1, 0.3260054588317871]]"
winner,blue
game,252
iterations,14
times of actions,"[[0, 0.002741575241088867], [1, 0.2589998245239258], [0, 0.009998559951782227], [1, 0.24500083923339844], [0, 0.010048866271972656], [1, 0.32698869705200195], [0, 0.010731697082519531], [1, 0.5890040397644043], [0, 0.010956048965454102], [1, 0.5879476070404053], [0, 0.010002374649047852], [1, 0.6359920501708984], [0, 0.01096034049987793], [1, 0.6499192714691162], [0, 0.009957551956176758]]"
winner,none
game,253
iterations,23
times of actions,"[[0, 0.0056858062744140625], [1, 0.23073601722717285], [0, 0.009999990463256836], [1, 0.23400187492370605], [0, 0.01000070571899414], [1, 0.25800180435180664], [0, 0.009999275207519531], [1, 0.26000070571899414], [0, 0.009999752044677734], [1, 0.2540004253387451], [0, 0.009999990463256836], [1, 0.21599888801574707], [0, 0.005997419357299805], [1, 0.5639727115631104], [0, 0.010998725891113281], [1, 0.6482012271881104], [0, 0.009961128234863281], [1, 0.63901686668396], [0, 0.010999917984008789], [1, 0.5830466747283936], [0, 0.009998321533203125], [1, 0.5709986686706543], [0, 0.010998725891113281], [1, 0.5929985046386719]]"
winner,none
game,254
iterations,26
times of actions,"[[0, 0.005999565124511719], [1, 0.26000070571899414], [0, 0.009998798370361328], [1, 0.2649998664855957], [0, 0.011003255844116211], [1, 0.3409996032714844], [0, 0.009998559951782227], [1, 0.6032004356384277], [0, 0.01100015640258789], [1, 0.6969997882843018], [0, 0.009999275207519531], [1, 0.5870034694671631], [0, 0.009999513626098633], [1, 0.5780572891235352], [0, 0.009944438934326172], [1, 0.6750564575195312], [0, 0.004999399185180664], [1, 0.5930016040802002], [0, 0.0060002803802490234], [1, 0.5689995288848877], [0, 0.004998922348022461], [1, 0.4440009593963623], [0, 0.006999969482421875], [1, 0.4460015296936035], [0, 0.012000799179077148], [1, 0.3610405921936035]]"
winner,blue
game,255
iterations,18
times of actions,"[[0, 0.0029604434967041016], [1, 0.26900410652160645], [0, 0.00899958610534668], [1, 0.2689979076385498], [0, 0.004998445510864258], [1, 0.3199949264526367], [0, 0.008997917175292969], [1, 0.6030378341674805], [0, 0.00999903678894043], [1, 0.5810434818267822], [0, 0.011000633239746094], [1, 0.5559942722320557], [0, 0.0060002803802490234], [1, 0.48599863052368164], [0, 0.008997440338134766], [1, 0.42299771308898926], [0, 0.0060002803802490234], [1, 0.2759983539581299]]"
winner,blue
game,256
iterations,26
times of actions,"[[0, 0.0029823780059814453], [1, 0.2799956798553467], [0, 0.006003141403198242], [1, 0.3360450267791748], [0, 0.015998363494873047], [1, 0.6490335464477539], [0, 0.011000633239746094], [1, 0.6129522323608398], [0, 0.011431455612182617], [1, 0.6509997844696045], [0, 0.010999202728271484], [1, 0.6130034923553467], [0, 0.005998849868774414], [1, 0.6080427169799805], [0, 0.008998870849609375], [1, 0.5779991149902344], [0, 0.0060007572174072266], [1, 0.5839993953704834], [0, 0.005000114440917969], [1, 0.5510411262512207], [0, 0.005961894989013672], [1, 0.43399596214294434], [0, 0.005999326705932617], [1, 0.3339993953704834], [0, 0.0049991607666015625], [1, 0.2940030097961426]]"
winner,blue
game,257
iterations,24
times of actions,"[[0, 0.002964496612548828], [1, 0.13003969192504883], [0, 0.005999088287353516], [1, 0.2200002670288086], [0, 0.008998394012451172], [1, 0.14500021934509277], [0, 0.00599980354309082], [1, 0.16104507446289062], [0, 0.007001161575317383], [1, 0.25299882888793945], [0, 0.009999990463256836], [1, 0.3359999656677246], [0, 0.010001420974731445], [1, 0.5960037708282471], [0, 0.010001182556152344], [1, 0.6890039443969727], [0, 0.011058330535888672], [1, 0.6459991931915283], [0, 0.010001897811889648], [1, 0.44100117683410645], [0, 0.005999565124511719], [1, 0.7039990425109863], [0, 0.013000011444091797], [1, 0.3590061664581299]]"
winner,blue
game,258
iterations,26
times of actions,"[[0, 0.0037696361541748047], [1, 0.13806581497192383], [0, 0.004025697708129883], [1, 0.21905255317687988], [0, 0.009996652603149414], [1, 0.14594745635986328], [0, 0.006062507629394531], [1, 0.24100399017333984], [0, 0.011001825332641602], [1, 0.2370011806488037], [0, 0.010004758834838867], [1, 0.16898632049560547], [0, 0.006001710891723633], [1, 0.3299999237060547], [0, 0.01104283332824707], [1, 0.6569299697875977], [0, 0.009992837905883789], [1, 0.47899508476257324], [0, 0.00699925422668457], [1, 0.47905969619750977], [0, 0.006041526794433594], [1, 0.49300193786621094], [0, 0.009999275207519531], [1, 0.6030426025390625], [0, 0.010985851287841797], [1, 0.3159983158111572]]"
winner,blue
game,259
iterations,24
times of actions,"[[0, 0.0030372142791748047], [1, 0.15000009536743164], [0, 0.01003718376159668], [1, 0.22025585174560547], [0, 0.0111846923828125], [1, 0.229201078414917], [0, 0.010054826736450195], [1, 0.24804997444152832], [0, 0.010986804962158203], [1, 0.2772390842437744], [0, 0.01007986068725586], [1, 0.3500046730041504], [0, 0.00999760627746582], [1, 0.6000394821166992], [0, 0.010016679763793945], [1, 0.5799961090087891], [0, 0.009944677352905273], [1, 0.5989575386047363], [0, 0.010993242263793945], [1, 0.6036317348480225], [0, 0.010961532592773438], [1, 0.5690126419067383], [0, 0.010991334915161133], [1, 0.5290212631225586]]"
winner,blue
game,260
iterations,20
times of actions,"[[0, 0.005003452301025391], [1, 0.242020845413208], [0, 0.005926609039306641], [1, 0.1590108871459961], [0, 0.004010915756225586], [1, 0.1750171184539795], [0, 0.0059587955474853516], [1, 0.22600269317626953], [0, 0.007070779800415039], [1, 0.4070467948913574], [0, 0.006051301956176758], [1, 0.5859193801879883], [0, 0.010996580123901367], [1, 0.5720510482788086], [0, 0.010937929153442383], [1, 0.47300267219543457], [0, 0.009990215301513672], [1, 0.42892932891845703], [0, 0.009987592697143555], [1, 0.29689717292785645]]"
winner,blue
game,261
iterations,22
times of actions,"[[0, 0.0029616355895996094], [1, 0.08800053596496582], [0, 0.003993511199951172], [1, 0.1470048427581787], [0, 0.007232666015625], [1, 0.1020057201385498], [0, 0.004003047943115234], [1, 0.1647636890411377], [0, 0.007018089294433594], [1, 0.14600491523742676], [0, 0.003993988037109375], [1, 0.4480462074279785], [0, 0.006999969482421875], [1, 0.6310520172119141], [0, 0.010999441146850586], [1, 0.555962085723877], [0, 0.010005950927734375], [1, 0.4850034713745117], [0, 0.010017871856689453], [1, 0.4499635696411133], [0, 0.010001659393310547], [1, 0.29502105712890625]]"
winner,blue
game,262
iterations,32
times of actions,"[[0, 0.0030014514923095703], [1, 0.21498441696166992], [0, 0.010982513427734375], [1, 0.24503183364868164], [0, 0.006050825119018555], [1, 0.16797876358032227], [0, 0.0069925785064697266], [1, 0.16103863716125488], [0, 0.007030963897705078], [1, 0.22699284553527832], [0, 0.008001327514648438], [1, 0.37601590156555176], [0, 0.007958173751831055], [1, 0.5449650287628174], [0, 0.011052131652832031], [1, 0.3780081272125244], [0, 0.006989240646362305], [1, 0.26700711250305176], [0, 0.002998828887939453], [1, 0.3789656162261963], [0, 0.003952741622924805], [1, 0.26300477981567383], [0, 0.0030298233032226562], [1, 0.36196112632751465], [0, 0.006998777389526367], [1, 0.5050044059753418], [0, 0.010982036590576172], [1, 0.2820932865142822], [0, 0.007010936737060547], [1, 0.24960994720458984], [0, 0.00700068473815918], [1, 0.19300150871276855]]"
